"id","my_entrynumber","entrynumber","dateentry","entrytext","entrytype","entrytype_detail","classactionflag","mdlflag","rule26freportflag","numberoflinks","numberofattachments","unique_caseheader_id","fullcase_id"
4200,"","15","2014-12-23 00:00:00","ENDORSED ORDER TERMINATING AS MOOT |linksToEntryNumber| 3  MOTION TO DISMISS FOR LACK OF JURISDICTION. SIGNED BY JUDGE JAMES S. MOODY, JR ON 12/23/2014. (LN) (ENTERED: 12/23/2014)","Other","",0,0,0,1,0,6361281,668320
4201,"","14","2014-12-22 00:00:00","NOTICE BY KATHLEEN E. CALDARELLI NOTICE OF VOLUNTARY DISMISSAL AS TO DEFENDANT ROBERT MACCAUSLAND (CERASA, MICHAEL) (ENTERED: 12/22/2014)","Notice","",0,0,0,0,0,6361281,668320
4203,"","12","2014-12-17 00:00:00","ORDER TO SHOW CAUSE RE: PLAINTIFFS' FAILURE TO RESPOND TO |linksToEntryNumber| 3  MOTION TO DISMISS. SHOW CAUSE RESPONSE DUE BY 12/24/2014. SIGNED BY JUDGE JAMES S. MOODY, JR ON 12/17/2014. (LN) (ENTERED: 12/17/2014)","Order","ORDER",0,0,0,1,0,6361281,668320
4212,"","3","2014-11-28 00:00:00","MOTION TO DISMISS FOR LACK OF JURISDICTION AND FAILURE TO STATE A CLAIM BY ROBERT MACCAUSLAND. (ATTACHMENTS: # |linksToAttachmentNumber| 1  EXHIBIT A - DECL OF MACCAUSLAND)(YOUNT, SCOTT) (ENTERED: 11/28/2014)","Motion TO ","DISMISS FOR LACK OF JURISDICTION AND FAILURE TO STATE A CLAIM",0,0,0,0,1,6361281,668320
4222,"","16","2014-12-09 00:00:00","ORDER GRANTING |linksToEntryNumber| 15  NOTICE OF VOLUNTARY DISMISSAL WITHOUT PREJUDICE AS TO DEFENDANT UNITEDHEALTHCARE CORP. ONLY. SIGNED BY JUDGE JAMES S. MOODY, JR ON 12/9/2014. (LN) (ENTERED: 12/09/2014)","Order","ORDER",0,0,0,1,0,3966282,668322
4223,"","15","2014-12-08 00:00:00","NOTICE OF VOLUNTARY DISMISSAL BY JOSE IGNACIO LOPEZ, JOSE I. LOPEZ (VALDES, JODY) (ENTERED: 12/08/2014)","Notice","",0,0,0,0,0,3966282,668322
4247,"","6","2014-12-31 00:00:00","OPINION AND ORDER. PETITIONER'S PETITION FOR WRIT OF HABEAS CORPUS |linksToEntryNumber| 1  IS DISMISSED AS TIME-BARRED. THE CLERK SHALL ENTER JUDGMENT AGAINST PETITIONER AND CLOSE THIS CASE. PETITIONER IS NOT ENTITLED TO A CERTIFICATE OF APPEALABILITY. PETITIONER IS NOT ENTITLED TO APPEAL IN FORMA PAUPERIS. SIGNED BY JUDGE CHARLENE EDWARDS HONEYWELL ON 12/31/2014. (BGS) (ENTERED: 12/31/2014)","PetkunOrder","",0,0,0,1,0,278282,668325
4249,"","4","2014-11-25 00:00:00","ORDER GRANTING |linksToEntryNumber| 2  PETITIONER'S MOTION FOR LEAVE TO PROCEED IN FORMA PAUPERIS. PETITIONER SHALL SHOW CAUSE IN WRITING ON OR BEFORE DECEMBER 26, 2014, WHY THE PETITION SHOULD NOT BE DISMISSED AS TIME-BARRED PURSUANT TO THE ONE-YEAR LIMITATION PERIOD. PETITIONER IS CAUTIONED THAT IF HE FAILS TO TIMELY COMPLY WITH THIS ORDER, THE PETITION WILL BE DISMISSED, WITHOUT FURTHER NOTICE, AS TIME-BARRED. SIGNED BY JUDGE CHARLENE EDWARDS HONEYWELL ON 11/25/2014. (BGS) (ENTERED: 11/25/2014)","Order","ORDER",0,0,0,1,0,278282,668325
4323,"","6","2014-12-02 00:00:00","ORDER DISMISSING THE APPLICATION; DENYING AS MOOT |linksToEntryNumber| 3 --MOTION FOR LEAVE TO PROCEED IN FORMA PAUPERIS; DENYING |linksToEntryNumber| 5  --MOTION FOR APPELLATE REVIEW; DENYING A CERTIFICATE OF APPEALABILITY; DENYING LEAVE TO APPEAL IN FORMA PAUPERIS; DIRECTING THE CLERK TO CLOSE THE CASE. SIGNED BY JUDGE STEVEN D. MERRYDAY ON 12/2/2014. (BK) (ENTERED: 12/02/2014)","Order","ORDER",0,0,0,2,0,8994282,668335
4329,"","4","2014-11-26 00:00:00","ORDER THAT ANDERSEN'S PETITION IS DISMISSED, WITHOUT PREJUDICE. THE CLERK IS DIRECTED TO CLOSE THIS CASE. TO THE EXTENT NECESSARY, COA AND IFP ON APPEAL DENIED. SIGNED BY JUDGE VIRGINIA M. HERNANDEZ COVINGTON ON 11/26/2014. (SM) (ENTERED: 11/26/2014)","PetkunOrder","",0,0,0,0,0,1314281,668336
4338,"","3","2014-12-01 00:00:00","ORDER THAT FERGUSON'S PETITION IS DISMISSED. THE CLERK IS DIRECTED TO ENTER JUDGMENT AGAINST FERGUSON AND TO CLOSE THIS CASE. SIGNED BY JUDGE ELIZABETH A. KOVACHEVICH ON 12/1/2014. (ATTACHMENTS: # |linksToAttachmentNumber| 1  EXHIBIT ORDER IN CASE 11-2228)(SM) (ENTERED: 12/01/2014)","PetkunOrder","",0,0,0,0,1,13298281,668338
4341,"","4","2014-12-01 00:00:00","ORDER DISMISSING |linksToEntryNumber| 1  MOTION TO VACATE/SET ASIDE/CORRECT SENTENCE (2255). THE CLERK IS DIRECTED TO CLOSE THE CIVIL CASE. SIGNED BY JUDGE SUSAN C BUCKLEW ON 12/1/2014. (ALK) (ENTERED: 12/01/2014)","Order","ORDER",0,0,0,1,0,14740281,668339
4386,"","10","2014-12-18 00:00:00","MOTION FOR EXTENSION OF TIME TO FILE RESPONSE TO MOTION TO DISMISS (DOC. 5) BY ALL PLAINTIFFS. (MOGENSEN, ANDREA) (ENTERED: 12/18/2014)","Other","",0,0,0,0,0,16302282,668344
4391,"","5","2014-12-03 00:00:00","MOTION TO DISMISS COMPLAINT , MOTION FOR MORE DEFINITE STATEMENT BY CITY OF NORTH PORT, FLORIDA, SCOTT KING, JOHN MCKINNEY, ERIC STENDER. (MAKHOLM, JOHN) MOTIONS REFERRED TO MAGISTRATE JUDGE MARK A. PIZZO. (ENTERED: 12/03/2014)","Motion TO ","DISMISS COMPLAINT , MOTION FOR MORE DEFINITE STATEMENT",0,0,0,0,0,16302282,668344
4480,"","6","2014-12-31 00:00:00","ENDORSED ORDER TO SHOW CAUSE: PLAINTIFF FILED HIS COMPLAINT AGAINST DEFENDANT ON NOVEMBER 26, 2014 |linksToEntryNumber| 1 , AND EFFECTED SERVICE OF PROCESS ON DEFENDANT ON DECEMBER 9, 2014 |linksToEntryNumber| 5  . A REVIEW OF THE FILE REVEALS THAT DEFENDANT FAILED TO RESPOND TO THE COMPLAINT, AND PLAINTIFF HAS NOT PROMPTLY APPLIED TO THE CLERK FOR ENTRY OF DEFAULT PURSUANT TO LOCAL RULE 1.07(B). PLAINTIFF IS THEREFORE DIRECTED TO SHOW CAUSE, IN WRITING, BY JANUARY 7, 2015, WHY THIS ACTION SHOULD NOT BE DISMISSED FOR FAILURE TO PROSECUTE PURSUANT TO LOCAL RULE 3.10(A). FAILURE TO DO SO WILL RESULT IN THIS ACTION BEING DISMISSED WITHOUT FURTHER NOTICE. SIGNED BY JUDGE VIRGINIA M. HERNANDEZ COVINGTON ON 12/31/2014. (KNC) (ENTERED: 12/31/2014)","Other","",0,0,0,2,0,10002282,668358
4517,"","13","2014-12-12 00:00:00","UNOPPOSED MOTION FOR EXTENSION OF TIME TO FILE RESPONSE/REPLY AS TO |linksToEntryNumber| 4 MOTION TO DISMISS FOR LACK OF JURISDICTION , |linksToEntryNumber| 5  MOTION TO DISMISS FOR FAILURE TO STATE A CLAIM BY GARY M. COHEN. (MORGADO, DALE) (ENTERED: 12/12/2014)","Motion FOR ","EXTENSION OF TIME TO FILE RESPONSE/REPLY AS TO |linksToEntryNumber| 4 MOTION TO DISMISS FOR LACK OF JURISDICTION , |linksToEntryNumber| 5  MOTION TO DISMISS FOR FAILURE TO STATE A CLAIM",0,0,0,2,0,8635281,668363
4525,"","5","2014-12-03 00:00:00","MOTION TO DISMISS FOR FAILURE TO STATE A CLAIM BY ROBERT LIESS. (ATTACHMENTS: # |linksToAttachmentNumber| 1  EXHIBIT 1)(LEO, JASON) (ENTERED: 12/03/2014)","Motion TO ","DISMISS FOR FAILURE TO STATE A CLAIM",0,0,0,0,1,8635281,668363
4526,"","4","2014-12-03 00:00:00","MOTION TO DISMISS FOR LACK OF JURISDICTION BY CANNAPHARMARX, INC., CANNAPHARMARX, INC. ACQUISITION CORP., GERALD CROCKER, GOLDEN DRAGON HOLDING CO., GARY HERICK, MATHEW SHERWOOD, JAMES SMEEDING. (ATTACHMENTS: # |linksToAttachmentNumber| 1 EXHIBIT A, # |linksToAttachmentNumber| 2 EXHIBIT B, # |linksToAttachmentNumber| 3 EXHIBIT C, # |linksToAttachmentNumber| 4 EXHIBIT D, # |linksToAttachmentNumber| 5 EXHIBIT E, # |linksToAttachmentNumber| 6 EXHIBIT F, # |linksToAttachmentNumber| 7  EXHIBIT G)(LEO, JASON) (ENTERED: 12/03/2014)","Motion TO ","DISMISS FOR LACK OF JURISDICTION",0,0,0,0,7,8635281,668363
4563,"","8","2014-12-08 00:00:00","ORDER DISMISSING CASE WITHOUT PREJUDICE. SIGNED BY JUDGE JAMES D. WHITTEMORE ON 12/5/2014. (KE) (ENTERED: 12/08/2014)","Order","ORDER",0,0,0,0,0,17226282,668369
4571,"","9","2014-12-16 00:00:00","60-DAY ORDER OF DISMISSAL. ANY PENDING MOTIONS ARE DENIED AS MOOT. CLERK SHALL CLOSE THE FILE. SIGNED BY JUDGE JAMES S. MOODY, JR ON 12/16/2014. (LN) (ENTERED: 12/16/2014)","Other","",0,0,0,0,0,5508281,668370
4580,"","8","2014-12-03 00:00:00","60-DAY ORDER DISMISSING CASE IN ACCORD WITH THE ATTACHED ORDER. THE CLERK IS DIRECTED TO TERMINATE ANY PENDING MOTIONS/DEADLINES AND TO CLOSE THE FILE. SIGNED BY JUDGE RICHARD A. LAZZARA ON 12/3/2014. (SKH) (ENTERED: 12/03/2014)","Other","",0,0,0,0,0,5522281,668371
4602,"","3","2014-12-02 00:00:00","ORDER DISMISSING |linksToEntryNumber| 1 CIVIL RIGHTS COMPLAINT; DENYING AS MOOT |linksToEntryNumber| 2  MOTION FOR LEAVE TO PROCEED IN FORMA PAUPERIS. THE CLERK IS DIRECTED TO ENTER A JUDGMENT AGAINST MULLINAX AND TO CLOSE THIS CASE. SIGNED BY JUDGE MARY S. SCRIVEN ON 12/2/2014. (RO) (ENTERED: 12/02/2014)","Order","ORDER",0,0,0,2,0,7928282,668374
4610,"","10","2014-12-17 00:00:00","ORDER DISMISSING CASE WITHOUT PREJUDICE PURSUANT TO |linksToEntryNumber| 9  NOTICE OF VOLUNTARY DISMISSAL. THE CLERK IS DIRECTED TO CLOSE THIS CASE. SIGNED BY JUDGE JAMES D. WHITTEMORE ON 12/16/2014. (AO) (ENTERED: 12/17/2014)","Order","ORDER",0,0,0,1,0,19897281,668377
4611,"","9","2014-12-16 00:00:00","NOTICE OF VOLUNTARY DISMISSAL BY INTERSTATE ROAD MANAGEMENT LLC (HORGAN, WILLIAM) (ENTERED: 12/16/2014)","Notice","",0,0,0,0,0,19897281,668377
4613,"","7","2014-12-12 00:00:00","ORDER TO SHOW CAUSE WHY THIS CASE SHOULD NOT BE DISMISSED FOR LACK OF SUBJECT MATTER JURISDICTION. SIGNED BY JUDGE JAMES D. WHITTEMORE ON 12/11/2014. (AO) (ENTERED: 12/12/2014)","Order","ORDER",0,0,0,0,0,19897281,668377
4649,"","15","2014-12-29 00:00:00","REPLY (RE |linksToEntryNumber| 7  MOTION TO DISMISS ) FILED BYKAISER PERMANENTE. (ANDERSON, DAVID) (FILED ON 12/29/2014) (ENTERED: 12/29/2014)","Reply","",0,0,0,1,0,3400270,400882
4650,"","14","2014-12-17 00:00:00","OPPOSITION (RE |linksToEntryNumber| 7  MOTION TO DISMISS ) FILED BYJUNGOAK CHA. (AAA, COURT STAFF) (FILED ON 12/17/2014) (ENTERED: 12/19/2014)","Opposition","",0,0,0,1,0,3400270,400882
4653,"","11","2014-12-01 00:00:00","RENOTICE MOTION HEARING RE |linksToEntryNumber| 7 MOTION TO DISMISS FILED BYKAISER PERMANENTE. MOTION HEARING SET FOR 1/15/2015 01:30 PM IN COURTROOM 5, 17TH FLOOR, SAN FRANCISCO BEFORE HON. EDWARD M. CHEN. RESPONSES DUE BY 12/18/2014. REPLIES DUE BY 12/26/2014. (RELATED DOCUMENT(S) |linksToEntryNumber| 7  ) (ANDERSON, DAVID) (FILED ON 12/1/2014) (ENTERED: 12/01/2014)","Other","",0,0,0,2,0,3400270,400882
4654,"","10","2014-12-01 00:00:00","CERTIFICATE OF SERVICE BY KAISER PERMANENTE RE |linksToEntryNumber| 9 CERTIFICATE OF INTERESTED ENTITIES, |linksToEntryNumber| 8 REQUEST FOR JUDICIAL NOTICE, |linksToEntryNumber| 7  MOTION TO DISMISS (ANDERSON, DAVID) (FILED ON 12/1/2014) (ENTERED: 12/01/2014)","Certificate of service","",0,0,0,3,0,3400270,400882
4656,"","8","2014-12-01 00:00:00","REQUEST FOR JUDICIAL NOTICE RE |linksToEntryNumber| 7 MOTION TO DISMISS FILED BYKAISER PERMANENTE. (RELATED DOCUMENT(S) |linksToEntryNumber| 7  ) (ANDERSON, DAVID) (FILED ON 12/1/2014) (ENTERED: 12/01/2014)","Other","",0,0,0,2,0,3400270,400882
4657,"","7","2014-12-01 00:00:00","MOTION TO DISMISS FILED BY KAISER PERMANENTE. MOTION HEARING SET FOR 1/15/2015 01:30 PM IN COURTROOM 5, 17TH FLOOR, SAN FRANCISCO BEFORE HON. EDWARD M. CHEN. RESPONSES DUE BY 12/18/2014. REPLIES DUE BY 12/26/2014. (ATTACHMENTS: # |linksToAttachmentNumber| 1  PROPOSED ORDER)(ANDERSON, DAVID) (FILED ON 12/1/2014) (ENTERED: 12/01/2014)","Motion TO ","DISMISS FILED",0,0,0,0,1,3400270,400882
4671,"",".","2014-12-23 00:00:00","SET/RESET DEADLINES AS TO (478 IN 3:14-CV-03264-JD) MOTION TO DISMISS FOR LACK OF PERSONAL JURISDICTION, (461 IN 3:14-CV-03264-JD) MOTION TO DISMISS FOR LACK OF JURISDICTION , (479 IN 3:14-CV-03264-JD) JOINT MOTION TO DISMISS THE DIRECT PURCHASER PLAINTIFFS' CONSOLIDATED CLASS ACTION COMPLAINT, (469 IN 3:14-CV-03264-JD) MOTION TO DISMISS FOR INSUFFICIENT SERVICE. RESPONSES DUE BY 1/16/2015. REPLIES DUE BY 2/6/2015. MOTION HEARING SET FOR 3/4/2015 09:30 AM IN COURTROOM 11, 19TH FLOOR, SAN FRANCISCO BEFORE HON. JAMES DONATO. (RCSS, COURT STAFF) (FILED ON 12/23/2014) (ENTERED: 12/23/2014)","Other","",1,0,0,0,0,515270,400885
4727,"","4","2014-11-10 00:00:00","JUDGMENT: THIS ACTION IS DISMISSED WITH PREJUDICE BECAUSE TWO OF THE CLAIMS ARE DUPLICATIVE AND THE THIRD ONE CANNOT BE PURSUED IN A HABEAS ACTION. (ILLSTON, SUSAN) (FILED ON 11/10/2014) (ADDITIONAL ATTACHMENT(S) ADDED ON 11/10/2014: # |linksToEntryNumber| 1  CERTIFICATE/PROOF OF SERVICE) (TFS, COURT STAFF). MODIFIED ON 11/12/2014 (YSS, COURT STAFF). (ENTERED: 11/10/2014)","PetkunOrder","",0,0,0,1,0,6771274,400888
4728,"","3","2014-11-10 00:00:00","ORDER OF DISMISSAL WITH PREJUDICE. GRANTING |linksToEntryNumber| 2 PETITIONER'S IN FORMA PAUPERIS APPLICATION. (ILLSTON, SUSAN) (FILED ON 11/10/2014) (ADDITIONAL ATTACHMENT(S) ADDED ON 11/10/2014: # |linksToEntryNumber| 1  CERTIFICATE/PROOF OF SERVICE) (TFS, COURT STAFF). MODIFIED ON 11/12/2014 (YSS, COURT STAFF). (ENTERED: 11/10/2014)","PetkunOrder","",0,0,0,2,0,6771274,400888
4731,"","5","2014-11-19 00:00:00","RESPONSE (RE |linksToEntryNumber| 4 MOTION TO DISMISS ) FILED BYCOLLEEN DEVLIN, MATTHEW FIGURES. (ATTACHMENTS: # |linksToAttachmentNumber| 1 DECLARATION OBJECTIONS TO EVIDENCE, # |linksToEntryNumber| 2  PROPOSED ORDER)(RUMBERGER, TIMOTHY) (FILED ON 11/19/2014) (ENTERED: 11/19/2014)","Response","",0,0,0,1,2,18271,400889
4732,"","4","2014-11-10 00:00:00","MOTION TO DISMISS FILED BY TIBOR SZABO. MOTION HEARING SET FOR 12/17/2014 09:30 AM BEFORE HON. JAMES DONATO. RESPONSES DUE BY 11/24/2014. REPLIES DUE BY 12/1/2014. (HDJS, COURT STAFF) (FILED ON 11/10/2014) (ENTERED: 11/13/2014)","Motion TO ","DISMISS FILED",0,0,0,0,0,18271,400889
4740,"","5","2014-11-10 00:00:00","ORDER OF DISMISSAL WITH LEAVE TO AMEND: RE |linksToEntryNumber| 1 COMPLAINT FILED BY KARLTON MCGARY. SIGNED BY MAGISTRATE JUDGE LAUREL BEELER ON 11/10/2014. (ATTACHMENTS: # |linksToAttachmentNumber| 1  CERTIFICATE/PROOF OF SERVICE)(LSS, COURT STAFF) (FILED ON 11/10/2014) (ENTERED: 11/10/2014)","PetkunOrder","",0,0,0,1,1,14888272,400890
4830,"","4","2014-12-08 00:00:00","ORDER OF DISMISSAL. SIGNED BY JUDGE VINCE CHHABRIA ON 12/8/2014. (KNM, COURT STAFF) (FILED ON 12/8/2014) (ENTERED: 12/08/2014)","PetkunOrder","",0,0,0,0,0,17168273,400897
4965,"","18","2014-12-12 00:00:00","MOTION TO DISMISS COMPLAINT FILED BY H. RAVI BRAR, SUSIE HERRMANN, MURRAY JONES. MOTION HEARING SET FOR 2/20/2015 10:00 AM IN COURTROOM 1, 17TH FLOOR, SAN FRANCISCO BEFORE HON. SAMUEL CONTI. RESPONSES DUE BY 1/9/2015. REPLIES DUE BY 2/6/2015. (ATTACHMENTS: # |linksToAttachmentNumber| 1 EXHIBIT A, # |linksToEntryNumber| 2 REQUEST FOR JUDICIAL NOTICE, # |linksToEntryNumber| 3 DECLARATION OF JOSEPH B. WOODRING, # |linksToEntryNumber| 4 INDEX OF EXHIBITS, # |linksToAttachmentNumber| 5 EXHIBIT 1, # |linksToAttachmentNumber| 6 EXHIBIT 2, PART 1 OF 2, # |linksToAttachmentNumber| 7 EXHIBIT 2, PART 2 OF 2, # |linksToAttachmentNumber| 8 EXHIBIT 3-16, # |linksToEntryNumber| 9  PROPOSED ORDER)(SNOW, TOWER) (FILED ON 12/12/2014) (ENTERED: 12/12/2014)","Motion TO ","DISMISS COMPLAINT FILED",0,0,0,0,9,5282274,400912
4984,"","8","2014-11-05 00:00:00","NOTICE OF VOLUNTARY DISMISSAL BY BOARD OF TRUSTEES WESTERN STATES INSULATORS & ALLIED WORKERS HEALTH PLAN, BOARD OF TRUSTEES WESTERN STATES INSULATORS & ALLIED WORKERS INDIVIDUAL ACCOUNT PLAN, BOARD OF TRUSTEES, WESTERN STATES INSULATORS & ALLIED WORKERS PENSION PLAN, WESTERN STATES INSULATORS AND ALLIED WORKERS HEALTH PLAN, WESTERN STATES INSULATORS AND ALLIED WORKERS INDIVIDUAL ACCOUNT PLAN, WESTERN STATES INSULATORS AND ALLIED WORKERS PENSION PLAN (MCDONOUGH, KATHERINE) (FILED ON 11/5/2014) (ENTERED: 11/05/2014)","Notice","",0,0,0,0,0,5411275,400913
5004,"","7","2014-11-20 00:00:00","NOTICE OF VOLUNTARY DISMISSAL BY FRENCH BULL, LLC (SCHWARTZ, DOUGLAS) (FILED ON 11/20/2014) (ENTERED: 11/20/2014)","Notice","",0,0,0,0,0,1927271,400916
5051,"","29","2014-12-01 00:00:00","ORDER BY HON. JAMES DONATO GRANTING |linksToEntryNumber| 28 STIPULATION TO CONTINUE MOTION TO DISMISS. THE OPPOSITION TO |linksToEntryNumber| 23  MOTION TO DISMISS IS DUE 01/14/15. THE REPLY WILL BE DUE 01/21/15. THE MOTION HEARING DATE IS VACATED; PURSUANT TO CIVIL L.R. 7-1(B), THE MOTION WILL BE DECIDED WITHOUT ORAL ARGUMENT. (THIS IS A TEXT-ONLY ENTRY. NO DOCUMENT IS ASSOCIATED WITH THIS ENTRY.) (JDLC3S, COURT STAFF) (FILED ON 12/1/2014) (ENTERED: 12/01/2014)","PetkunOrder","",0,0,0,2,0,6698272,400921
5052,"","28","2014-11-24 00:00:00","STIPULATION WITH PROPOSED ORDER RE 26 CLERK'S NOTICE, SET MOTION AND DEADLINES/HEARINGS,, |linksToEntryNumber| 23 MOTION TO DISMISS , |linksToEntryNumber| 24 REQUEST FOR JUDICIAL NOTICE, |linksToEntryNumber| 25  PROPOSED ORDER TO CONTINUE MOTION TO DISMISS TO JANUARY 28, 2015 FILED BY JAVIER IAN LARSEN. (GARCIA, CHRISTINE) (FILED ON 11/24/2014) (ENTERED: 11/24/2014)","Other, motion-related","",0,0,0,3,0,6698272,400921
5054,"","26","2014-11-14 00:00:00","CLERK'S NOTICE, SET/RESET DEADLINES AS TO |linksToEntryNumber| 23  MOTION TO DISMISS . MOTION HEARING SET FOR 12/17/2014 09:30 AM IN COURTROOM 11, 19TH FLOOR, SAN FRANCISCO BEFORE HON. JAMES DONATO. THIS IS A TEXT ENTRY ONLY. THERE ARE NO DOCUMENTS ASSOCIATED WITH THIS ENTRY. (LRCS, COURT STAFF) (FILED ON 11/14/2014) (ENTERED: 11/14/2014)","Clerk's notice","",0,0,0,1,0,6698272,400921
5055,"","25","2014-11-13 00:00:00","PROPOSED ORDER RE |linksToEntryNumber| 23 MOTION TO DISMISS , |linksToEntryNumber| 24  REQUEST FOR JUDICIAL NOTICE, BY CITY OF SAN CARLOS. (LEONE, LOUIS) (FILED ON 11/13/2014) (ENTERED: 11/13/2014)","Other, motion-related","",0,0,0,2,0,6698272,400921
5056,"","24","2014-11-13 00:00:00","REQUEST FOR JUDICIAL NOTICE RE |linksToEntryNumber| 23 MOTION TO DISMISS FILED BYCITY OF SAN CARLOS. (ATTACHMENTS: # |linksToAttachmentNumber| 1 EXHIBIT ECF NO. 17, # |linksToAttachmentNumber| 2 EXHIBIT ECF NO. 18, # |linksToAttachmentNumber| 3 EXHIBIT ECF NO. 22)(RELATED DOCUMENT(S) |linksToEntryNumber| 23  ) (LEONE, LOUIS) (FILED ON 11/13/2014) (ENTERED: 11/13/2014)","Other","",0,0,0,1,4,6698272,400921
5057,"","23","2014-11-13 00:00:00","MOTION TO DISMISS FILED BY CITY OF SAN CARLOS. MOTION HEARING SET FOR 12/18/2014 09:30 AM IN COURTROOM 11, 19TH FLOOR, SAN FRANCISCO BEFORE HON. JAMES DONATO. RESPONSES DUE BY 11/28/2014. REPLIES DUE BY 12/5/2014. (LEONE, LOUIS) (FILED ON 11/13/2014) (ENTERED: 11/13/2014)","Motion TO ","DISMISS FILED",0,0,0,0,0,6698272,400921
5092,"","11","2014-12-17 00:00:00","STIPULATION AND ORDER OF DISMISSAL OF CASE WITH PREJUDICE. SIGNED BY MAGISTRATE JUDGE LAUREL BEELER ON 12/17/2014. (LSS, COURT STAFF) (FILED ON 12/17/2014) (ENTERED: 12/17/2014)","PetkunOrder","",0,0,0,0,0,7394273,400924
5093,"","10","2014-12-16 00:00:00","PROPOSED ORDER RE JOINT STIPULATION FOR DISMISSAL BY NELSON MARTINEZ PAZ. (STASKUS, KIM) (FILED ON 12/16/2014) (ENTERED: 12/16/2014)","Proposed order","",0,0,0,0,0,7394273,400924
5201,"","19","2014-12-15 00:00:00","NOTICE OF VOLUNTARY DISMISSAL BY IMATCHATIVE, INC. (NARANCIC, PERRY) (FILED ON 12/15/2014) (ENTERED: 12/15/2014)","Notice","",0,0,0,0,0,13739271,400933
5258,"","5","2014-12-24 00:00:00","ORDER OF DISMISSAL WITH LEAVE TO AMEND; DENYING MOTION FOR CLASS CERTIFICATION BY JUDGE JON S. TIGAR DENYING |linksToEntryNumber| 3 MOTION FOR CLASS ACTION CERTIFICATION ORDER. (ATTACHMENTS: # |linksToAttachmentNumber| 1 BLANK CIVIL RIGHTS FORM, # |linksToEntryNumber| 2  CERTIFICATE/PROOF OF SERVICE) (WSN, COURT STAFF) (FILED ON 12/24/2014) (ENTERED: 12/24/2014)","PetkunOrder","",1,0,0,1,2,7877275,400938
5343,"","21","2014-12-19 00:00:00","MOTION TO DISMISS FILED BY ZILLOW, INC.. MOTION HEARING SET FOR 1/29/2015 01:30 PM IN COURTROOM 3, 17TH FLOOR, SAN FRANCISCO BEFORE HON. RICHARD SEEBORG. RESPONSES DUE BY 1/20/2015. REPLIES DUE BY 1/27/2015. (ATTACHMENTS: # |linksToAttachmentNumber| 1 DECLARATION OF BROOKE A.M. TAYLOR, # |linksToAttachmentNumber| 2 EXHIBIT 1, # |linksToAttachmentNumber| 3 EXHIBIT 2, # |linksToAttachmentNumber| 4 EXHIBIT 3, # |linksToAttachmentNumber| 5 EXHIBIT 4, # |linksToEntryNumber| 6  PROPOSED ORDER)(TAYLOR, BROOKE) (FILED ON 12/19/2014) (ENTERED: 12/19/2014)","Motion TO ","DISMISS FILED",0,0,0,0,6,11927274,400946
5395,"","12","2014-12-16 00:00:00","FIRST MOTION TO DISMISS PLAINTIFF'S COMPLAINT FOR FAILURE TO STATE A CLAIM UPON WHICH RELIEF CAN BE GRANTED PURSUANT TO FRCP 12(B)(6) FILED BY SAN FRANCISCO HOUSING AUTHORITY. MOTION HEARING SET FOR 1/27/2015 09:00 AM IN COURTROOM E, 15TH FLOOR, SAN FRANCISCO BEFORE MAGISTRATE JUDGE ELIZABETH D. LAPORTE. RESPONSES DUE BY 12/30/2014. REPLIES DUE BY 1/6/2015. (ATTACHMENTS: # |linksToAttachmentNumber| 1 SAN FRANCISCO HOUSING AUTHORITY'S MEMORANDUM OF POINTS AND AUTHORITIES IN SUPPORT OF ITS MOTION TO DISMISS PLAINTIFF'S COMPLAINT FOR FAILURE TO STATE A CLAIM UPON WHICH RELIEF CAN BE GRANTED PURSUANT TO FRCP 12(B)(6)., # |linksToEntryNumber| 2  PROPOSED ORDER [PROPOSED] ORDER GRANTING DEFENDANT SAN FRANCISCO HOUSING AUTHORITY'S NOTICE OF MOTION AND MOTION TO DISMISS PLAINTIFF'S COMPLAINT FOR FAILURE TO STATE A CLAIM UPON WHICH RELIEF CAN BE GRANTED PURSUANT TO FRCP 12(B)(6).)(GRITZER, ANNE) (FILED ON 12/16/2014) (ENTERED: 12/16/2014)","Motion TO ","DISMISS PLAINTIFF'S COMPLAINT FOR FAILURE TO STATE A CLAIM UPON WHICH RELIEF CAN BE GRANTED PURSUANT TO FRCP 12(B)(6) FILED",0,0,0,0,2,9564275,400949
5425,"","17","2014-12-05 00:00:00","ORDER BY HON. WILLIAM H. ORRICK GRANTING |linksToEntryNumber| 9  STIPULATION TO DISMISS WITHOUT PREJUDICE DEFENDANT MASTERCARD WORLDWIDE ACTIVE EMPLOYEES LONG TERM DISABILITY PLAN. (JMDS, COURT STAFF) (FILED ON 12/5/2014) (ENTERED: 12/05/2014)","PetkunOrder","",0,0,0,1,0,5126274,400953
